,borough,number_of_cyclist_injured,number_of_cyclist_killed,vehicle_type_code1,vehicle_type_code2,latitude,longitude
402,BROOKLYN,1,0,BICYCLE,,40.70483,-73.96633
403,STATEN ISLAND,1,0,BICYCLE,,40.54783,-74.13952
404,MANHATTAN,1,0,BICYCLE,,40.72189,-73.98114
405,BROOKLYN,1,0,BICYCLE,,40.699062,-73.9158
406,QUEENS,1,0,BICYCLE,,40.69447,-73.78147
407,MANHATTAN,1,0,BICYCLE,,40.7786073,-73.9816215
408,BROOKLYN,1,0,BICYCLE,,40.676712,-73.972115
409,BROOKLYN,1,0,BICYCLE,,40.6816391,-73.993914
410,MANHATTAN,1,0,BICYCLE,,40.771656,-73.95319
411,BRONX,1,0,PASSENGER VEHICLE,,40.8774757,-73.8366002
412,BROOKLYN,1,0,BICYCLE,,,
413,MANHATTAN,1,0,BICYCLE,,40.848682,-73.939224
414,BRONX,1,0,BICYCLE,,40.8230819,-73.8672069
415,BROOKLYN,1,0,BICYCLE,,40.6830692,-73.995558
416,MANHATTAN,1,0,BICYCLE,,40.727844,-73.98223
417,BROOKLYN,1,0,BICYCLE,,40.6895074,-73.9701325
418,STATEN ISLAND,1,0,SPORT UTILITY / STATION WAGON,,40.6129315,-74.0874865
419,STATEN ISLAND,1,0,BICYCLE,,40.6343,-74.12025
420,BRONX,1,0,PASSENGER VEHICLE,,40.8345141,-73.9177042
421,QUEENS,1,0,BICYCLE,,40.764347,-73.92347
422,MANHATTAN,1,0,TAXI,,40.7933502,-73.9727331
423,MANHATTAN,1,0,BICYCLE,,40.8395671,-73.9398772
424,BROOKLYN,1,0,BICYCLE,,40.576393,-73.9869
425,BRONX,1,0,BICYCLE,,40.8317641,-73.8751431
426,QUEENS,1,0,BICYCLE,,40.732037,-73.814926
427,MANHATTAN,1,0,BICYCLE,,40.7810254,-73.9813103
428,MANHATTAN,1,0,BICYCLE,,40.8253798,-73.9400526
429,QUEENS,1,0,BICYCLE,,40.76264,-73.78057
430,QUEENS,1,0,BICYCLE,,40.730015,-73.82348
431,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,,40.7082774,-73.929027
432,QUEENS,1,0,BICYCLE,,40.7430459,-73.9177522
433,BRONX,1,0,BICYCLE,,40.83265,-73.86366
434,QUEENS,1,0,PASSENGER VEHICLE,,40.692782,-73.7383185
435,BRONX,1,0,BICYCLE,,40.8388747,-73.9026466
436,QUEENS,1,0,BICYCLE,,40.7199104,-73.8090389
437,BRONX,1,0,BICYCLE,,40.8435019,-73.8347464
438,BRONX,1,0,BICYCLE,,40.819397,-73.901436
439,MANHATTAN,1,0,BICYCLE,,40.770515,-73.95714
440,MANHATTAN,1,0,PASSENGER VEHICLE,,40.7859687,-73.9688434
441,MANHATTAN,1,0,TAXI,,40.7598989,-73.9804246
442,MANHATTAN,1,0,BICYCLE,,40.84231,-73.937035
443,BROOKLYN,1,0,BICYCLE,,40.67868,-73.9904279
444,BROOKLYN,1,0,BICYCLE,,40.69193,-73.960625
445,MANHATTAN,1,0,BICYCLE,,40.8163616,-73.9540891
446,MANHATTAN,1,0,BICYCLE,,40.761395,-73.96819
447,QUEENS,1,0,,,40.7683796,-73.9212409
448,STATEN ISLAND,1,0,BICYCLE,,40.5435,-74.14187
449,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,,40.8114422,-73.952102
450,QUEENS,1,0,BICYCLE,,40.595562,-73.74711
451,MANHATTAN,1,0,BICYCLE,,40.7074319,-74.0010424
452,BRONX,1,0,BICYCLE,,40.822845,-73.85209
453,QUEENS,1,0,BICYCLE,,40.767353,-73.9177
454,BRONX,1,0,PASSENGER VEHICLE,,,
455,MANHATTAN,1,0,TAXI,,40.7664937,-73.9569573
456,BROOKLYN,1,0,BICYCLE,,40.61847,-74.021225
457,MANHATTAN,1,0,TAXI,,40.7864855,-73.9721726
458,BROOKLYN,1,0,BICYCLE,,40.61996,-74.02366
459,QUEENS,1,0,BICYCLE,,40.6759468,-73.7353022
460,BROOKLYN,1,0,BICYCLE,,40.698067,-73.956856
461,MANHATTAN,1,0,BICYCLE,,40.7416232,-73.9937353
462,BRONX,1,0,BICYCLE,,40.84708,-73.8867
463,BROOKLYN,1,0,BICYCLE,,40.65436,-74.01505
464,BRONX,1,0,UNKNOWN,,40.8766407,-73.9013799
465,MANHATTAN,1,0,BICYCLE,,40.715187,-74.007034
466,BROOKLYN,0,1,BICYCLE,,40.72846,-73.95737
467,QUEENS,1,0,BICYCLE,,,
468,BRONX,1,0,BICYCLE,,40.813614,-73.915726
469,BROOKLYN,1,0,BICYCLE,,40.702686,-73.92084
470,BRONX,1,0,BICYCLE,,40.8392461,-73.8700947
471,QUEENS,2,0,BICYCLE,,40.684258,-73.84604
472,BRONX,1,0,BICYCLE,,40.88134,-73.90933
473,QUEENS,1,0,BICYCLE,,,
474,MANHATTAN,1,0,PASSENGER VEHICLE,,40.8112661,-73.9578098
475,BROOKLYN,1,0,BICYCLE,,40.7247315,-73.9424485
476,MANHATTAN,1,0,BICYCLE,,40.768891,-73.9820935
477,MANHATTAN,1,0,BICYCLE,,40.720753,-73.98041
478,BROOKLYN,1,0,PASSENGER VEHICLE,,40.661965,-73.9570428
479,BRONX,1,0,BICYCLE,,40.818558,-73.92732
480,QUEENS,1,0,BICYCLE,,40.7186535,-73.8727107
481,BROOKLYN,1,0,BICYCLE,,40.7031151,-73.9215812
482,BROOKLYN,1,0,BICYCLE,,,
483,BRONX,1,0,BICYCLE,,40.84764,-73.901
484,BROOKLYN,1,0,BICYCLE,,40.72166,-73.93849
485,MANHATTAN,1,0,BICYCLE,,40.714165,-74.00632
486,MANHATTAN,1,0,BICYCLE,,40.7738755,-73.9822257
487,MANHATTAN,1,0,BICYCLE,,40.8127256,-73.9493013
488,QUEENS,1,0,PASSENGER VEHICLE,,40.7862848,-73.8363365
489,QUEENS,1,0,PASSENGER VEHICLE,,40.7034339,-73.740502
490,BROOKLYN,1,0,BICYCLE,,40.6769455,-73.9918703
491,MANHATTAN,1,0,BICYCLE,,40.7845155,-73.9498247
492,QUEENS,1,0,BICYCLE,,40.7618257,-73.8009627
493,BROOKLYN,1,0,BICYCLE,,40.7077851,-73.9320718
494,BROOKLYN,1,0,BICYCLE,,40.6341982,-74.0266794
495,QUEENS,1,0,BICYCLE,,40.693954,-73.76059
496,BROOKLYN,1,0,BICYCLE,,40.632156,-74.02751
497,BROOKLYN,1,0,BICYCLE,,40.6797033,-73.9616787
498,BROOKLYN,1,0,BICYCLE,,40.70801,-73.96433
499,QUEENS,1,0,BICYCLE,,40.764347,-73.92347
500,QUEENS,1,0,BICYCLE,,40.758316,-73.91069
501,BROOKLYN,1,0,BICYCLE,,,
502,QUEENS,1,0,BICYCLE,,40.724895,-73.89214
503,MANHATTAN,1,0,BICYCLE,,40.8202554,-73.945614
504,MANHATTAN,1,0,BICYCLE,,40.8157387,-73.9545483
505,BRONX,1,0,BICYCLE,,40.866257,-73.83817
506,BROOKLYN,1,0,BICYCLE,,40.725307,-73.95753
507,MANHATTAN,1,0,PASSENGER VEHICLE,,40.7284471,-73.9817905
508,BROOKLYN,1,0,BICYCLE,,40.658413,-74.00357
509,BRONX,1,0,BICYCLE,,40.839897,-73.88584
510,STATEN ISLAND,1,0,BICYCLE,,40.630684,-74.0884
511,BRONX,1,0,BICYCLE,,40.83613,-73.88987
512,BROOKLYN,1,0,PASSENGER VEHICLE,,40.6662615,-73.9595633
513,BRONX,1,0,BICYCLE,,40.836132,-73.85014
514,MANHATTAN,1,0,TAXI,,40.7230103,-73.9857532
515,BRONX,1,0,BICYCLE,,40.84695,-73.89771
516,BROOKLYN,1,0,BICYCLE,,40.6799453,-73.9895589
517,MANHATTAN,1,0,,,40.8326963,-73.9497125
518,MANHATTAN,1,0,BICYCLE,,40.7118784,-73.9986762
519,QUEENS,1,0,PASSENGER VEHICLE,,40.7432,-73.7193475
520,BROOKLYN,1,0,BICYCLE,,40.626373,-74.02988
521,BROOKLYN,1,0,BICYCLE,,40.68978,-73.965195
522,BRONX,1,0,BICYCLE,,40.832389,-73.8645648
523,BRONX,1,0,BICYCLE,,40.8091071,-73.9228869
524,MANHATTAN,1,0,BICYCLE,,40.77994,-73.97103
525,QUEENS,1,0,SPORT UTILITY / STATION WAGON,,40.7183692,-73.840558
526,BRONX,1,0,SPORT UTILITY / STATION WAGON,,,
527,BROOKLYN,1,0,BICYCLE,,,
528,STATEN ISLAND,1,0,BICYCLE,,40.631096,-74.12826
529,QUEENS,1,0,PASSENGER VEHICLE,,,
530,QUEENS,1,0,SPORT UTILITY / STATION WAGON,,40.680183,-73.8459
531,,1,0,BICYCLE,,,
532,,1,0,BICYCLE,,,
533,,1,0,BICYCLE,,40.745636,-74.00331
534,,1,0,BICYCLE,,40.712616,-73.96951
535,,1,0,BICYCLE,,40.817875,-73.89333
536,,1,0,BICYCLE,,40.659817,-73.98785
537,,1,0,SPORT UTILITY / STATION WAGON,,,
538,,1,0,BICYCLE,,,
539,,1,0,BICYCLE,,,
540,,1,0,SPORT UTILITY / STATION WAGON,,,
541,,1,0,BICYCLE,,40.798252,-73.95249
542,,1,0,PASSENGER VEHICLE,,40.704365,-73.81181
543,,1,0,BICYCLE,,40.71523,-74.01334
544,,1,0,SPORT UTILITY / STATION WAGON,,,
545,,1,0,BICYCLE,,40.707493,-73.94153
546,,1,0,BICYCLE,,40.71047,-73.85092
547,,1,0,BICYCLE,,,
548,,1,0,BICYCLE,,,
549,,1,0,BICYCLE,,,
550,,1,0,BICYCLE,,40.763733,-73.962074
551,,1,0,BICYCLE,,40.765392,-73.9182
552,,1,0,BICYCLE,,,
553,,1,0,BICYCLE,,40.836792,-73.84669
554,,1,0,BICYCLE,,40.740643,-73.97581
555,,1,0,BICYCLE,,40.79724,-73.95368
556,,1,0,BICYCLE,,,
557,,1,0,SPORT UTILITY / STATION WAGON,,,
558,,1,0,BICYCLE,,,
559,,1,0,BICYCLE,,40.643986,-74.01149
560,,1,0,BICYCLE,,40.67118,-73.96934
561,,2,0,BICYCLE,,,
562,,1,0,BICYCLE,,,
563,,1,0,BICYCLE,,,
564,,1,0,BICYCLE,,,
565,,1,0,BICYCLE,,40.7241,-73.95099
566,,1,0,BICYCLE,,40.67813,-73.94907
567,,1,0,BICYCLE,,,
568,,1,0,BICYCLE,,,
569,,1,0,BICYCLE,,40.608776,-74.09113
570,,1,0,BICYCLE,,40.698013,-73.92752
571,,1,0,BICYCLE,,,
572,,1,0,BICYCLE,,40.79337,-73.95795
573,,1,0,BICYCLE,,40.704422,-73.99491
574,,1,0,BICYCLE,,,
575,,1,0,BICYCLE,,,
576,,1,0,BICYCLE,,40.73927,-73.99545
577,,1,0,BICYCLE,,40.789516,-73.95582
578,,1,0,BICYCLE,,40.713596,-73.85964
579,,1,0,BICYCLE,,,
580,,1,0,BICYCLE,,,
581,,1,0,BICYCLE,,,
582,,1,0,SPORT UTILITY / STATION WAGON,,40.677982,-73.791214
583,,1,0,BICYCLE,,,
584,,1,0,BICYCLE,,,
585,,1,0,BICYCLE,,,
586,,1,0,BICYCLE,,40.73398,-73.99095
587,,1,0,BICYCLE,,,
588,,1,0,BICYCLE,,40.774906,-73.97692
589,,1,0,BICYCLE,,,
590,,1,0,BICYCLE,,,
591,,1,0,BICYCLE,,40.641186,-74.014404
592,,1,0,BICYCLE,,40.701195,-73.98725
593,,1,0,BICYCLE,,,
594,,1,0,BICYCLE,,,
595,,1,0,BICYCLE,,40.73272,-73.94281
596,,1,0,BICYCLE,,,
597,,1,0,BICYCLE,,40.71427,-73.974945
598,,0,1,BICYCLE,,,
599,,1,0,BICYCLE,,40.704422,-73.99491
600,,1,0,BICYCLE,,,
601,,1,0,BICYCLE,,,
602,,1,0,PEDICAB,,,
603,,1,0,BICYCLE,,40.726406,-73.98618
604,,1,0,BICYCLE,,,
605,,1,0,BICYCLE,,,
606,,1,0,BICYCLE,,,
607,,1,0,BICYCLE,,40.67624,-73.866104
608,,1,0,BICYCLE,,,
609,,1,0,BICYCLE,,40.751957,-73.93475
610,,1,0,BICYCLE,,,
611,,1,0,PASSENGER VEHICLE,,,
612,,1,0,BICYCLE,,,
613,,1,0,BICYCLE,,,
614,,1,0,BICYCLE,,40.709305,-73.99167
615,,1,0,BICYCLE,,40.612537,-74.13096
616,,1,0,BICYCLE,,,
617,,1,0,BICYCLE,,,
618,,1,0,BICYCLE,,,
619,,1,0,BICYCLE,,40.72515,-73.95261
620,,1,0,BICYCLE,,40.687805,-73.833565
621,,1,0,BICYCLE,,,
622,,1,0,BICYCLE,,,
623,,1,0,BICYCLE,,40.608257,-73.9531
624,,1,0,BICYCLE,,40.70652,-73.76058
625,,1,0,BICYCLE,,40.71507,-73.91327
626,,1,0,BICYCLE,,,
627,,1,0,BICYCLE,,40.75906,-73.97262
628,,1,0,BICYCLE,,,
629,,1,0,BICYCLE,,40.710957,-73.951126
630,,1,0,BICYCLE,,40.69584,-73.92959
631,,1,0,PASSENGER VEHICLE,,,
632,,1,0,BICYCLE,,40.83593,-73.94352
633,,1,0,BICYCLE,,40.613403,-73.98071
634,,1,0,BICYCLE,,,
635,,1,0,BICYCLE,,40.756344,-73.91342
636,,1,0,BICYCLE,,40.75855,-73.82964
637,,1,0,BICYCLE,,40.739864,-73.989586
638,,1,0,BICYCLE,,40.79191,-73.94151
639,,1,0,BICYCLE,,,
640,,1,0,BICYCLE,,40.650703,-74.00449
641,,1,0,BICYCLE,,,
642,,1,0,BICYCLE,,40.6952,-73.92844
643,,1,0,BICYCLE,,,
644,,1,0,BICYCLE,,,
645,,1,0,BICYCLE,,,
646,,1,0,BICYCLE,,40.77259,-73.967476
647,,1,0,BICYCLE,,40.79381,-73.95112
648,,1,0,BICYCLE,,,
649,,1,0,BICYCLE,,,
650,,1,0,BICYCLE,,,
651,,1,0,BICYCLE,,40.813313,-73.92288
652,,1,0,BICYCLE,,,
653,,1,0,BICYCLE,,,
654,,1,0,BICYCLE,,,
655,,1,0,BICYCLE,,40.742477,-73.9127
656,,1,0,BICYCLE,,40.77719,-73.95225
657,,1,0,BICYCLE,,,
658,,1,0,BICYCLE,,,
659,,1,0,BICYCLE,,40.750603,-73.939445
660,,1,0,BICYCLE,,40.788986,-73.97407
661,,1,0,BICYCLE,,,
662,,1,0,BICYCLE,,40.69605,-73.98509
663,,1,0,BICYCLE,,40.678955,-73.86516
664,,1,0,BICYCLE,,,
665,,1,0,BICYCLE,,40.83874,-73.913765
666,,1,0,BICYCLE,,,
667,,2,0,BICYCLE,,40.70992,-73.9623
668,,1,0,BICYCLE,,,
669,,1,0,BICYCLE,,,
670,,1,0,BICYCLE,,,
671,,1,0,BICYCLE,,40.749966,-73.861755
672,,1,0,BICYCLE,,,
673,,1,0,BICYCLE,,,
674,,1,0,BICYCLE,,40.77117,-73.9705
675,,1,0,BICYCLE,,,
676,,1,0,BICYCLE,,,
677,,1,0,BICYCLE,,,
678,,1,0,BICYCLE,,,
679,,1,0,BICYCLE,,,
680,,1,0,BICYCLE,,40.660675,-74.00138
681,,1,0,BICYCLE,,40.71559,-74.011116
682,,1,0,BICYCLE,,,
683,,1,0,BICYCLE,,40.79423,-73.95972
684,,1,0,BICYCLE,,,
685,,1,0,BICYCLE,,,
686,,1,0,BICYCLE,,,
687,,1,0,BICYCLE,,40.647903,-74.007416
688,,1,0,BICYCLE,,,
689,,1,0,BICYCLE,,40.778576,-73.972565
690,,1,0,BICYCLE,,,
691,,1,0,BICYCLE,,40.68218,-73.94659
692,,1,0,BICYCLE,,40.73876,-74.00973
693,,1,0,BICYCLE,,,
694,,1,0,PASSENGER VEHICLE,,,
695,,1,0,BICYCLE,,40.57925,-74.07781
696,,1,0,BICYCLE,,,
697,,1,0,PASSENGER VEHICLE,,,
698,,1,0,BICYCLE,,40.85313,-73.93425
699,,1,0,BICYCLE,,,
700,,1,0,BICYCLE,,40.754242,-73.974
701,,1,0,BICYCLE,,,
702,,1,0,UNKNOWN,,,
703,,1,0,BICYCLE,,40.69579,-73.93313
704,,1,0,BICYCLE,,40.670116,-73.92248
705,,1,0,BICYCLE,,40.681484,-73.85049
706,,1,0,BICYCLE,,,
707,,1,0,BICYCLE,,40.735348,-73.98992
708,,1,0,BICYCLE,,40.77613,-73.910706
709,,1,0,BICYCLE,,,
710,,1,0,BICYCLE,,,
711,,1,0,BICYCLE,,40.76696,-73.95362
712,,1,0,BICYCLE,,40.866066,-73.89438
713,,1,0,BICYCLE,,,
714,,1,0,BICYCLE,,40.745422,-73.990974
715,,1,0,BICYCLE,,40.74804,-73.819626
716,,1,0,BICYCLE,,,
717,,1,0,BICYCLE,,,
718,,1,0,BICYCLE,,40.70706,-73.93139
719,,1,0,BICYCLE,,,
720,,1,0,BICYCLE,,,
721,,1,0,BICYCLE,,,
722,,1,0,BICYCLE,,,
723,,1,0,PASSENGER VEHICLE,,,
724,,1,0,BICYCLE,,,
725,,2,0,BICYCLE,,,
726,,1,0,BICYCLE,,,
727,,1,0,BICYCLE,,,
728,,1,0,BICYCLE,,40.662533,-73.94792
729,,1,0,BICYCLE,,,
730,,1,0,BICYCLE,,,
731,,1,0,BICYCLE,,40.802074,-73.93407
732,,1,0,BICYCLE,,40.677574,-73.95548
733,,1,0,BICYCLE,,,
734,,1,0,BICYCLE,,40.750626,-73.87595
735,,1,0,BICYCLE,,40.733444,-73.980995
736,,1,0,BICYCLE,,,
737,,1,0,BICYCLE,,,
738,,1,0,BICYCLE,,,
739,,1,0,BICYCLE,,40.7961,-73.95778
740,,1,0,BICYCLE,,,
741,,1,0,BICYCLE,,40.84707,-73.902054
742,,1,0,BICYCLE,,,
743,,1,0,BICYCLE,,40.61795,-74.135635
744,,1,0,BICYCLE,,,
745,,1,0,BICYCLE,,40.815544,-73.956924
746,,1,0,BICYCLE,,40.770313,-73.99141
747,,1,0,BICYCLE,,,
748,,1,0,BICYCLE,,,
749,,1,0,BICYCLE,,,
750,,1,0,BICYCLE,,40.59455,-73.997574
751,,1,0,BICYCLE,,40.7326,-74.00113
752,,1,0,BICYCLE,,,
753,,1,0,BICYCLE,,,
754,,1,0,BICYCLE,,,
755,,1,0,BICYCLE,,40.66142,-73.77498
756,,1,0,BICYCLE,,,
757,,1,0,BICYCLE,,,
758,,1,0,BICYCLE,,,
759,,1,0,BICYCLE,,40.734837,-73.99076
760,,1,0,BICYCLE,,,
761,,1,0,BICYCLE,,,
762,,1,0,BICYCLE,,,
763,,1,0,BICYCLE,,,
764,,1,0,BICYCLE,,40.827595,-73.85004
765,,1,0,BICYCLE,,40.626034,-73.98327
766,,1,0,BICYCLE,,,
767,,1,0,BICYCLE,,40.7807,-73.96887
768,,1,0,PASSENGER VEHICLE,,,
769,,1,0,BICYCLE,,,
770,,1,0,BICYCLE,,40.70248,-73.92001
771,,1,0,BICYCLE,,,
772,,1,0,PASSENGER VEHICLE,,,
773,,1,0,BICYCLE,,,
774,,1,0,BICYCLE,,,
775,,1,0,BICYCLE,,,
776,,1,0,BICYCLE,,,
777,,1,0,BICYCLE,,40.711224,-73.92859
778,,1,0,BICYCLE,,,
779,,1,0,BICYCLE,,40.698246,-73.98055
780,,1,0,BICYCLE,,40.701077,-73.94043
781,,1,0,BICYCLE,,,
782,,1,0,BICYCLE,,,
783,,1,0,BICYCLE,,,
784,,1,0,BICYCLE,,,
785,,1,0,BICYCLE,,,
786,,1,0,PASSENGER VEHICLE,,,
787,,1,0,BICYCLE,,,
788,,1,0,BICYCLE,,,
789,,1,0,BICYCLE,,,
790,,1,0,BICYCLE,,,
791,,1,0,BICYCLE,,,
792,,1,0,BICYCLE,,,
793,,1,0,BICYCLE,,,
794,,1,0,BICYCLE,,,
795,,1,0,BICYCLE,,40.79829,-73.95184
796,,1,0,BICYCLE,,40.722282,-73.98018
797,,1,0,BICYCLE,,40.680504,-73.8829
798,,1,0,BICYCLE,,40.881073,-73.878494
799,,1,0,BICYCLE,,40.62707,-74.01865
800,,1,0,BICYCLE,,,
801,,1,0,BICYCLE,,40.66892,-73.876656
802,,1,0,BICYCLE,,,
803,,1,0,BICYCLE,,40.67059,-73.93404
804,,1,0,BICYCLE,,,
805,,1,0,,,,
806,,1,0,BICYCLE,,40.71279,-73.9693
807,,1,0,BICYCLE,,40.741356,-73.989136
808,,1,0,BICYCLE,,,
809,,1,0,BICYCLE,,,
810,,1,0,BICYCLE,,40.706223,-74.007774
811,,1,0,BICYCLE,,40.8283,-73.88296
812,,1,0,BICYCLE,,,
813,,1,0,BICYCLE,,40.8518,-73.909225
814,,1,0,BICYCLE,,,
815,,1,0,BICYCLE,,40.688454,-73.93015
816,,1,0,BICYCLE,,40.6997,-73.94425
817,,1,0,BICYCLE,,,
818,,1,0,BICYCLE,,,
819,,1,0,BICYCLE,,40.68939,-73.85793
820,,1,0,BICYCLE,,40.641037,-74.02181
821,,1,0,BICYCLE,,40.811733,-73.9267
822,,1,0,BICYCLE,,40.82371,-73.879
823,,1,0,BICYCLE,,,
824,,1,0,BICYCLE,,,
825,,1,0,BICYCLE,,,
826,,1,0,SPORT UTILITY / STATION WAGON,,,
827,,1,0,BICYCLE,,40.732075,-73.895836
828,,1,0,BICYCLE,,,
829,,1,0,PASSENGER VEHICLE,,,
830,,1,0,BICYCLE,,40.794735,-73.96061
831,,1,0,BICYCLE,,40.70722,-73.78957
832,,1,0,BICYCLE,,40.682846,-73.95382
833,,1,0,SPORT UTILITY / STATION WAGON,,,
834,,1,0,BICYCLE,,40.590088,-74.08894
835,,1,0,BICYCLE,,40.69827,-73.788475
836,,1,0,BICYCLE,,40.679276,-73.92906
837,,1,0,BICYCLE,,,
838,,1,0,BICYCLE,,40.855785,-73.90558
839,,1,0,BICYCLE,,,
840,,1,0,BICYCLE,,,
841,,1,0,BICYCLE,,40.848118,-73.93089
842,,1,0,BICYCLE,,40.730038,-73.99107
843,,1,0,BICYCLE,,,
844,,1,0,BICYCLE,,,
845,,1,0,BICYCLE,,,
846,,1,0,BICYCLE,,40.67342,-73.95017
847,,1,0,BICYCLE,,,
848,,1,0,BICYCLE,,40.742603,-74.00419
849,,1,0,BICYCLE,,40.718987,-73.892136
850,,1,0,BICYCLE,,,
851,,1,0,BICYCLE,,40.822884,-73.95574
852,,1,0,BICYCLE,,40.73444,-74.00619
853,,1,0,TAXI,,40.69595,-73.93764
854,,1,0,BICYCLE,,40.692356,-73.911064
855,,1,0,BICYCLE,,,
856,,1,0,BICYCLE,,,
857,,1,0,BICYCLE,,40.59262,-73.951355
858,,1,0,BICYCLE,,40.76211,-73.96016
859,,1,0,BICYCLE,,40.80066,-73.9544
860,,1,0,BICYCLE,,,
861,,1,0,BICYCLE,,40.742043,-73.95436
862,,1,0,BICYCLE,,,
863,,1,0,BICYCLE,,40.86038,-73.88889
864,,1,0,BICYCLE,,40.770763,-73.97855
865,,1,0,BICYCLE,,40.698048,-73.97579
866,,1,0,BICYCLE,,,
867,,1,0,BICYCLE,,,
868,,1,0,BICYCLE,,,
869,,1,0,UNKNOWN,,,
870,,1,0,BICYCLE,,,
871,,1,0,BICYCLE,,,
872,,1,0,BICYCLE,,,
873,,1,0,BICYCLE,,,
874,,1,0,BICYCLE,,,
875,,1,0,BICYCLE,,40.828976,-73.9486
876,,1,0,BICYCLE,,40.7753,-73.96748
877,,1,0,BICYCLE,,,
878,,1,0,BICYCLE,,,
879,,1,0,BICYCLE,,40.772816,-73.96808
880,,1,0,BICYCLE,,,
881,,1,0,BICYCLE,,40.69138,-73.98633
882,,1,0,BICYCLE,,,
883,,1,0,BICYCLE,,40.656708,-74.00537
884,,1,0,BICYCLE,,,
885,,1,0,BICYCLE,,,
886,,1,0,BICYCLE,,,
887,,0,1,BICYCLE,,,
888,,1,0,BICYCLE,,,
889,,1,0,BICYCLE,,,
890,,1,0,BICYCLE,,40.720875,-73.961136
891,,1,0,PASSENGER VEHICLE,,,
892,,1,0,BICYCLE,,,
893,,1,0,BICYCLE,,,
894,,1,0,BICYCLE,,40.77843,-73.972755
895,,1,0,BICYCLE,,,
896,,1,0,BICYCLE,,,
897,,1,0,,,,
898,,1,0,BICYCLE,,40.704388,-73.994576
899,,1,0,BICYCLE,,,
900,,1,0,BICYCLE,,,
901,,1,0,BICYCLE,,40.655422,-73.95007
902,,1,0,BICYCLE,,40.787685,-73.97502
903,,1,0,BICYCLE,,,
904,,1,0,BICYCLE,,,
905,,1,0,SPORT UTILITY / STATION WAGON,,40.797943,-73.94003
906,,1,0,BICYCLE,,,
907,,1,0,BICYCLE,,,
908,,1,0,BICYCLE,,40.79687,-73.955
909,,1,0,PASSENGER VEHICLE,,,
910,,1,0,BICYCLE,,40.52669,-74.21025
911,,1,0,BICYCLE,,40.675785,-73.90269
912,,1,0,BICYCLE,,40.570877,-74.16984
913,,1,0,SPORT UTILITY / STATION WAGON,,,
914,,1,0,BICYCLE,,,
915,,1,0,BICYCLE,,,
916,,1,0,OTHER,,,
917,,1,0,BICYCLE,,,
918,,1,0,BICYCLE,,,
919,,1,0,BICYCLE,,,
920,,1,0,BICYCLE,,,
921,,1,0,BICYCLE,,,
922,,1,0,BICYCLE,,40.679863,-73.83884
923,,1,0,BICYCLE,,,
924,,1,0,BICYCLE,,,
925,,1,0,BICYCLE,,40.69599,-73.998215
926,,1,0,BICYCLE,,,
927,,1,0,BICYCLE,,,
928,,1,0,BICYCLE,,40.740643,-73.97581
929,,0,1,BICYCLE,,40.747204,-73.99711
930,,1,0,BICYCLE,,,
931,,1,0,BICYCLE,,40.795467,-73.94605
932,,1,0,BICYCLE,,40.626392,-74.13334
933,,1,0,BICYCLE,,40.5928174,-73.908068
934,,1,0,BICYCLE,,40.6196,-74.0337
935,,1,0,BICYCLE,,,
936,,1,0,BICYCLE,,,
937,,1,0,BICYCLE,,40.775642,-73.960526
938,,1,0,BICYCLE,,,
939,,1,0,BICYCLE,,40.712864,-73.9693
940,,1,0,BICYCLE,,,
941,,1,0,PASSENGER VEHICLE,,,
942,,1,0,BICYCLE,,,
943,,1,0,BICYCLE,,40.70775,-73.932304
944,,1,0,BICYCLE,,40.658535,-73.97328
945,,1,0,BICYCLE,,40.73272,-73.94281
946,,1,0,BICYCLE,,,
947,,1,0,BICYCLE,,40.754276,-73.90902
948,,1,0,BICYCLE,,,
949,,1,0,BICYCLE,,,
950,,1,0,BICYCLE,,40.679832,-73.95322
951,,1,0,BICYCLE,,,
952,,1,0,BICYCLE,,40.696144,-73.7644
953,,1,0,BICYCLE,,40.76348,-73.96728
954,,1,0,BICYCLE,,,
955,,1,0,BICYCLE,,,
956,,1,0,BICYCLE,,40.76099,-73.99077
957,,1,0,LARGE COM VEH(6 OR MORE TIRES),,40.7444686,-73.771782
958,,1,0,BICYCLE,,40.653545,-73.89743
959,,1,0,BICYCLE,,40.69304,-73.924446
960,,1,0,PASSENGER VEHICLE,,,
961,,1,0,BICYCLE,,40.810997,-73.905846
962,,1,0,BICYCLE,,40.73082,-73.98295
963,,1,0,BICYCLE,,,
964,,1,0,BICYCLE,,40.70921,-73.87017
965,,1,0,SPORT UTILITY / STATION WAGON,,,
966,,1,0,BICYCLE,,,
967,,1,0,BICYCLE,,,
968,,1,0,BICYCLE,,40.59713,-73.95221
969,,1,0,BICYCLE,,,
970,,1,0,BICYCLE,,,
971,,1,0,BICYCLE,,40.713596,-73.85964
972,,1,0,BICYCLE,,,
973,,1,0,BICYCLE,,40.68693,-73.95089
974,,1,0,BICYCLE,,,
975,,1,0,BICYCLE,,40.79063,-73.956924
976,,1,0,BICYCLE,,40.712864,-73.9693
977,,1,0,BICYCLE,,,
978,,2,0,BICYCLE,,,
979,,1,0,BICYCLE,,,
980,,1,0,BICYCLE,,,
981,,1,0,BICYCLE,,40.71375,-73.94596
982,,1,0,BICYCLE,,40.622448,-74.02166
